text;label
Просим рассмотреть нашу жалобу на отказ в проведении валютной операции. Согласно договору №ВК-1234 от 20.05.2023, банк обязан проводить операции в установленные сроки. Отказ в проведении операции без объяснения причин считаем нарушением. Требуем провести операцию и компенсировать убытки за простой.;Официальная жалоба или претензия
Обращаемся с претензией на двойное списание средств с нашего расчётного счёта. Согласно договору РКО №БК-4567 от 10.02.2023, банк обязан контролировать правильность списания средств. Двойное списание привело к недостатку средств на счёте. Требуем немедленного возврата списанных средств и компенсации за простой.;Официальная жалоба или претензия
Настоящим уведомляем о нарушении условий договора интернет-банкинга №ИК-8901 от 15.06.2023. При попытке совершить операцию через интернет-банк система выдала ошибку и операция не была проведена. Согласно договору, банк обязан обеспечивать бесперебойную работу системы. Требуем устранить технические неполадки и компенсировать убытки за простой.;Официальная жалоба или претензия
Обращаемся с претензией на неверное информирование о состоянии счёта. Согласно договору РКО №БК-4567 от 10.02.2023, банк обязан предоставлять точную информацию о состоянии счёта. В выписке по счёту была указана неверная сумма. Требуем исправить информацию и компенсировать убытки за простой.;Официальная жалоба или претензия
Просим рассмотреть нашу жалобу на отказ в выдаче кредита. Согласно кредитному договору №БК-7890 от 15.04.2023, банк обязан рассмотреть заявку в установленные сроки. Отказ в выдаче кредита без объяснения причин считаем нарушением. Требуем выдать кредит и компенсировать убытки за простой.;Официальная жалоба или претензия
Обращаемся с претензией на нарушение условий договора №БК-4567 от 10.02.2023. Банк уведомил нас о списании средств с корпоративного счёта без предварительного уведомления. Согласно договору, банк обязан информировать о списаниях за 24 часа. Требуем немедленного возврата средств и разъяснений в течение 3 рабочих дней.;Официальная жалоба или претензия
Просим рассмотреть нашу жалобу на отказ в проведении операции по зарплатному проекту. Согласно договору №ЗП-1234 от 20.05.2023, банк обязан проводить операции в установленные сроки. Отказ в проведении операции считаем нарушением. Требуем провести операцию и компенсировать убытки за простой.;Официальная жалоба или претензия
На основании п. 3.1 Инструкции Банка России №123/2025 просим предоставить информацию о структуре кредитного портфеля юридических лиц за IV квартал 2024 года не позднее 31.01.2025.;Регуляторный запрос
В соответствии с п. 4.2 Указания №58-У от 10.04.2024 обращаемся с просьбой предоставить данные о сделках с признаками возможного отмывания денежных средств за III квартал 2024 года до 25.11.2024 включительно.;Регуляторный запрос
На основании ст. 7 Федерального закона №115-ФЗ от 07.08.2001 и п. 2.3 Инструкции №03-11-25/00876 просим предоставить сведения об операциях с нерезидентами за первое полугодие 2024 года не позднее 30.06.2024.;Регуляторный запрос
В соответствии с п. 5.1 Указания Банка России №123-У от 10.04.2024 обращаемся с просьбой предоставить отчёт о просроченной задолженности физических лиц по ипотечным кредитам за III квартал 2024 года до 25.11.2024 включительно.;Регуляторный запрос
На основании п. 3.4 Инструкции №03-11-25/00876 просим предоставить информацию о структуре валютных операций за IV квартал 2024 года не позднее 31.01.2025.;Регуляторный запрос
В соответствии с п. 4.1 Указания №58-У от 10.04.2024 обращаемся с просьбой предоставить данные о сделках с признаками подозрительной активности за III квартал 2024 года до 25.11.2024 включительно.;Регуляторный запрос
На основании п. 2.1 Указания Банка России №123-У от 10.04.2024 просим предоставить отчёт о качестве кредитного портфеля корпоративных клиентов за III квартал 2024 года до 25.11.2024 включительно.;Регуляторный запрос
В соответствии с п. 3.2 Инструкции №03-11-25/00876 просим предоставить сведения об операциях с ценными бумагами за первое полугодие 2024 года не позднее 30.06.2024.;Регуляторный запрос
На основании п. 4.3 Указания №58-У от 10.04.2024 обращаемся с просьбой предоставить данные о сделках с признаками возможного финансирования терроризма за III квартал 2024 года до 25.11.2024 включительно.;Регуляторный запрос
В соответствии с п. 2.2 Инструкции №03-11-25/00876 просим предоставить отчёт о структуре депозитов физических лиц за IV квартал 2024 года не позднее 31.01.2025.;Регуляторный запрос
Уважаемые коллеги! Предлагаем вашему банку стать информационным партнёром нашего отраслевого издания 'Финансовые горизонты'. Мы охватываем широкую аудиторию профессионалов финансового сектора, и сотрудничество с вами позволит нам предложить нашим читателям эксклюзивные материалы и аналитику от вашего банка. Ожидаемые выгоды для банка — повышение узнаваемости и укрепление имиджа среди профессионалов. Будем рады обсудить детали и ответить на все ваши вопросы.;Партнёрское предложение
Добрый день! Мы, платёжный агрегатор 'PayFast', предлагаем вашему банку сотрудничество в рамках разработки и внедрения кобрендинговой карты с уникальными преимуществами для клиентов. Наша аудитория — активные пользователи онлайн-платежей, и партнёрство с вами позволит предложить им выгодные условия и дополнительные сервисы. Ожидаемые выгоды для банка — увеличение числа клиентов и расширение географии присутствия. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
В адрес вашего банка обращаемся с предложением о партнёрстве в организации ежегодной финансовой конференции 'Money Talks'. Мы уверены, что ваше участие повысит статус мероприятия и привлечёт внимание профессионалов. Ожидаемые выгоды для банка — укрепление позиций на рынке и расширение сети деловых контактов. Будем рады обсудить детали и ответить на все ваши вопросы.;Партнёрское предложение
Уважаемые представители банка! Предлагаем вашему банку стать спонсором нашего образовательного проекта 'Finance Master' — онлайн-платформы для обучения основам финансовой грамотности. Мы уверены, что ваше участие будет способствовать повышению финансовой культуры среди населения и привлечению новых клиентов. Ожидаемые выгоды для банка — улучшение имиджа и укрепление связи с клиентами. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
Добрый день! Мы, финтех-стартап 'SmartFinance', предлагаем вашему банку сотрудничество в разработке инновационного продукта для управления личными финансами. Наша аудитория — молодые и активные пользователи, и партнёрство с вами позволит предложить им выгодные условия и дополнительные сервисы. Ожидаемые выгоды для банка — привлечение новой клиентской базы и укрепление позиций на рынке. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
В адрес вашего банка обращаемся с предложением о партнёрстве в рамках создания специального выпуска журнала 'Экономика и финансы'. Мы уверены, что ваш банк станет ценным источником информации для наших читателей, и сотрудничество с вами позволит предложить им эксклюзивные материалы и аналитику. Ожидаемые выгоды для банка — повышение узнаваемости и укрепление имиджа среди профессионалов. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
Уважаемые коллеги! Предлагаем вашему банку стать партнёром нашего вебинара 'Будущее финансовых технологий'. Мы уверены, что ваше участие привлечёт внимание профессионалов и укрепит позиции вашего банка на рынке. Ожидаемые выгоды для банка — расширение сети деловых контактов и повышение узнаваемости бренда. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
Добрый день! Мы, платёжный сервис 'PayEasy', предлагаем вашему банку сотрудничество в рамках разработки и внедрения совместных программ лояльности для клиентов. Наша аудитория — активные пользователи онлайн-платежей, и партнёрство с вами позволит предложить им выгодные условия и дополнительные бонусы. Ожидаемые выгоды для банка — увеличение числа клиентов и расширение географии присутствия. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
В адрес вашего банка обращаемся с предложением о партнёрстве в организации благотворительного мероприятия 'Банк Добра'. Мы уверены, что ваше участие привлечёт внимание широкой аудитории и укрепит имидж вашего банка как социально ответственного. Ожидаемые выгоды для банка — улучшение репутации и укрепление связи с клиентами. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
Уважаемые представители банка! Предлагаем вашему банку стать информационным партнёром нашего журнала 'Финансовый мир'. Мы уверены, что ваш банк станет ценным источником информации для наших читателей, и сотрудничество с вами позволит предложить им эксклюзивные материалы и аналитику. Ожидаемые выгоды для банка — повышение узнаваемости и укрепление имиджа среди профессионалов. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
"Уважаемые коллеги,

В адрес Вашего Банка обращаемся с просьбой о согласовании проведения корпоративного мероприятия для клиентов малого и среднего бизнеса. Мероприятие запланировано на [дата], программа включает серию мастер-классов и презентаций от наших партнёров. К письму прилагаются: программа мероприятия, список участников, проект коммуникационного письма. Просим рассмотреть возможность согласования до [дата].

С уважением, [название департамента]";Запрос на согласование
"Уважаемый Председатель Правления,

Настоящим направляем на согласование проект договора о сотрудничестве с [название компании]. Проект включает нестандартные условия по кредитованию клиентов [название компании]. К письму прилагаются: проект договора, расчёты экономической эффективности. Просим рассмотреть возможность согласования до [дата].

С уважением, [название департамента]";Запрос на согласование
"Уважаемые коллеги,

Обращаемся с просьбой о согласовании использования бренда банка в рамках благотворительного проекта [название проекта]. Проект направлен на поддержку детей из малообеспеченных семей. К письму прилагаются: описание проекта, бюджет, документы от благотворительного фонда. Просим рассмотреть возможность согласования до [дата].

С уважением, [название департамента]";Запрос на согласование
"Уважаемый [должность] [ФИО],

Просим согласовать проведение пилотного проекта по внедрению новой банковской услуги для корпоративных клиентов. Проект включает тестирование услуги на базе [название компании]. К письму прилагаются: описание проекта, план тестирования, бюджет. Просим рассмотреть возможность согласования до [дата].

С уважением, [название департамента]";Запрос на согласование
"Уважаемые коллеги,

Обращаемся с просьбой о согласовании выпуска информационного материала в СМИ о достижениях банка в области поддержки МСБ. К письму прилагаются: проект пресс-релиза, фотографии, статистика. Просим рассмотреть возможность согласования до [дата].

С уважением, [название департамента]";Запрос на согласование
"Уважаемый [должность] [ФИО],

Просим согласовать проведение офлайн-мероприятия для представителей НКО. Мероприятие запланировано на [дата], программа включает серию лекций и мастер-классов от экспертов. К письму прилагаются: программа мероприятия, список участников, проект коммуникационного письма. Просим рассмотреть возможность согласования до [дата].

С уважением, [название департамента]";Запрос на согласование
"Уважаемые коллеги,

Обращаемся с просьбой о согласовании условий сотрудничества с [название компании] для продвижения банковских продуктов среди корпоративных клиентов. К письму прилагаются: проект договора, план маркетинговых мероприятий. Просим рассмотреть возможность согласования до [дата].

С уважением, [название департамента]";Запрос на согласование
"Уважаемый [должность] [ФИО],

Просим согласовать проведение корпоративного мероприятия для сотрудников банка. Мероприятие запланировано на [дата], программа включает серию тренингов и мастер-классов от внутренних экспертов. К письму прилагаются: программа мероприятия, список участников, проект коммуникационного письма. Просим рассмотреть возможность согласования до [дата].

С уважением, [название департамента]";Запрос на согласование
"Уважаемые коллеги,

Обращаемся с просьбой о согласовании условий сотрудничества с [название компании] для продвижения банковских продуктов среди МСБ. К письму прилагаются: проект договора, план маркетинговых мероприятий. Просим рассмотреть возможность согласования до [дата].

С уважением, [название департамента]";Запрос на согласование
"Уважаемый [должность] [ФИО],

Просим согласовать проведение пилотного проекта по внедрению новой банковской услуги для госструктур. Проект включает тестирование услуги на базе [название организации]. К письму прилагаются: описание проекта, план тестирования, бюджет. Просим рассмотреть возможность согласования до [дата].

С уважением, [название департамента]";Запрос на согласование
Уважаемые коллеги, информируем вас о том, что с 1 марта текущего года изменяются условия обслуживания корпоративных клиентов. Новые тарифы и условия будут доступны на официальном сайте банка. Ответ на данное уведомление не требуется.;Уведомление или информирование
В адрес вашего Банка обращаемся с уведомлением об изменении реквизитов для осуществления межбанковских платежей. Новые реквизиты: ИНН 7701234567, КПП 770101001, расчётный счёт 40702810112345678910. Просим актуализировать данные в вашей системе до конца текущего месяца.;Уведомление или информирование
Настоящим уведомляем вас о запуске нового онлайн-сервиса для физических лиц — мобильного приложения «Банк24/7». Приложение доступно для скачивания в App Store и Google Play. Ответ на данное уведомление не требуется.;Уведомление или информирование
Уважаемые сотрудники, информируем вас об изменении регламента работы контакт-центра. Теперь время работы контакт-центра будет с 8:00 до 21:00 без выходных. Ответ на данное уведомление не требуется.;Уведомление или информирование
В адрес всех филиалов Банка обращаемся с уведомлением об изменении методики расчёта показателя «Чистая процентная маржа». Новая методика расчёта соответствует требованиям Банка России. Ответ на данное уведомление не требуется.;Уведомление или информирование
Уважаемые партнёры, информируем вас о том, что с 1 апреля текущего года изменяются условия партнёрской программы. Новые условия и тарифы доступны на официальном сайте банка. Ответ на данное уведомление не требуется.;Уведомление или информирование
Настоящим уведомляем вас об изменении порядка проведения технических работ на серверах банка. Теперь технические работы будут проводиться в ночное время с 00:00 до 06:00. Ответ на данное уведомление не требуется.;Уведомление или информирование
Уважаемые клиенты, информируем вас о том, что с 1 июня текущего года изменяются условия обслуживания кредитных карт. Новые условия и тарифы доступны на официальном сайте банка. Ответ на данное уведомление не требуется.;Уведомление или информирование
В адрес вашего Банка обращаемся с уведомлением об изменении порядка проведения операций по валютным счетам. Теперь операции по валютным счетам будут проводиться в соответствии с новыми правилами, утверждёнными Банком России. Ответ на данное уведомление не требуется.;Уведомление или информирование
Уважаемые коллеги, информируем вас о том, что с 1 июля текущего года изменяются условия обслуживания депозитов. Новые условия и тарифы доступны на официальном сайте банка. Ответ на данное уведомление не требуется.;Уведомление или информирование
Просим предоставить информацию о текущем состоянии кредитного портфеля за IV квартал 2023 года в разрезе отдельных сегментов клиентов. Также необходимо предоставить детализацию по просроченной задолженности за указанный период.;Запрос информации/документов
В адрес Вашего Банка обращаемся с просьбой предоставить копии договоров банковского обслуживания за 2022 год. Это необходимо для сверки с внутренними документами и актуализации информации.;Запрос информации/документов
Прошу направить выписку по расчётному счёту за январь 2024 года с детализацией всех операций. Также необходимо предоставить информацию о действующих комиссиях за обслуживание счёта.;Запрос информации/документов
Обращаемся с просьбой предоставить информацию о тарифах и комиссиях по дистанционному банковскому обслуживанию. Также необходимо уточнить перечень доступных дистанционных сервисов и условия их использования.;Запрос информации/документов
Настоящим просим предоставить отчёт о выполнении нормативов ликвидности за III квартал 2023 года в соответствии с требованиями Центрального банка РФ. Также необходимо предоставить информацию о мерах, принятых для обеспечения соблюдения нормативов.;Запрос информации/документов
Прошу предоставить информацию о состоянии депозитного портфеля за IV квартал 2023 года. Также необходимо уточнить условия действующих депозитных программ и процентные ставки по ним.;Запрос информации/документов
Обращаемся с просьбой предоставить копии внутренних регламентов и инструкций, регулирующих порядок обслуживания корпоративных клиентов. Это необходимо для анализа и оптимизации взаимодействия с Вашим Банком.;Запрос информации/документов
Просим предоставить информацию о состоянии карточного портфеля за III квартал 2023 года. Также необходимо уточнить условия эмиссии и обслуживания банковских карт, включая комиссии и лимиты.;Запрос информации/документов
Настоящим обращаемся с просьбой предоставить информацию о текущих условиях кредитования малого и среднего бизнеса. Также необходимо уточнить перечень документов, необходимых для получения кредита, и сроки рассмотрения заявок.;Запрос информации/документов
Прошу предоставить информацию о состоянии корреспондентских счетов за IV квартал 2023 года. Также необходимо уточнить условия обслуживания корреспондентских счетов и порядок проведения операций по ним.;Запрос информации/документов
В адрес Вашего Банка обращаемся с официальной жалобой на неправомерное списание средств с корпоративного счёта № 456789. Согласно условиям договора РКО № Р-123 от 01.02.2023, банк обязан уведомлять о списаниях. Уведомление не было получено, что является нарушением условий договора. Требуем немедленного разъяснения и возврата незаконно списанных средств в течение 3 рабочих дней.;Официальная жалоба или претензия
Обращаемся с претензией по поводу отказа в проведении операции по кредитной карте № 123456. Согласно условиям кредитного договора № К-567 от 15.04.2023, банк обязан осуществлять платежи без задержек. Отказ в проведении операции нарушает наши права как заёмщика. Просим предоставить объяснение и устранить нарушение в течение 24 часов.;Официальная жалоба или претензия
Настоящим направляем официальную жалобу на двойное списание средств с нашего расчётного счёта № 789456. Согласно правилам обслуживания, банк не должен допускать двойного списания. Двойное списание средств нарушает наши финансовые интересы. Требуем немедленного разъяснения ситуации и возврата незаконно списанных средств в течение 3 рабочих дней.;Официальная жалоба или претензия
Обращаемся с претензией по поводу ошибочного блокирования нашего зарплатного счёта № 987654. Согласно условиям зарплатного проекта № ЗП-321 от 01.03.2023, банк обязан информировать о блокировках и причинах их возникновения. Отсутствие информации о причинах блокировки нарушает наши права как работодателя. Требуем немедленного разъяснения ситуации и снятия блокировки в течение 24 часов.;Официальная жалоба или претензия
В адрес Вашего Банка обращаемся с официальной жалобой на неверное информирование о состоянии счёта. Согласно условиям договора РКО № Р-123 от 01.02.2023, банк обязан предоставлять точную информацию о состоянии счёта. Неверная информация нарушает наши финансовые интересы. Требуем немедленного разъяснения ситуации и предоставления корректной информации в течение 3 рабочих дней.;Официальная жалоба или претензия
Обращаемся с претензией по поводу задержки в проведении валютной операции. Согласно условиям договора № В-456 от 15.05.2023, банк обязан осуществлять валютные операции без задержек. Задержка в проведении операции нарушает наши финансовые интересы. Требуем немедленного разъяснения ситуации и устранения задержки в течение 24 часов.;Официальная жалоба или претензия
В адрес Вашего Банка обращаемся с официальной жалобой на отказ в выдаче выписки по счёту № 789456. Согласно правилам обслуживания, банк обязан предоставлять выписки по счетам. Отказ в выдаче выписки нарушает наши права как клиента. Требуем немедленного разъяснения ситуации и предоставления выписки в течение 3 рабочих дней.;Официальная жалоба или претензия
Обращаемся с претензией по поводу некорректного отображения баланса в интернет-банке. Согласно условиям договора РКО № Р-123 от 01.02.2023, банк обязан предоставлять точную информацию о балансе. Некорректное отображение баланса нарушает наши финансовые интересы. Требуем немедленного разъяснения ситуации и исправления ошибки в течение 24 часов.;Официальная жалоба или претензия
В адрес Вашего Банка обращаемся с официальной жалобой на неправомерное взимание комиссии за обслуживание счёта № 456789. Согласно условиям договора РКО № Р-123 от 01.02.2023, банк обязан информировать о комиссиях. Отсутствие информации о комиссии за обслуживание нарушает наши права как клиента. Требуем немедленного разъяснения ситуации и возврата неправомерно взысканной комиссии в течение 3 рабочих дней.;Официальная жалоба или претензия
Обращаемся с претензией по поводу блокировки нашего расчётного счёта № 987654 без объяснения причин. Согласно правилам обслуживания, банк обязан информировать о блокировках и причинах их возникновения. Отсутствие информации о причинах блокировки нарушает наши права как клиента. Требуем немедленного разъяснения ситуации и снятия блокировки в течение 24 часов.;Официальная жалоба или претензия
На основании п. 3.1 Инструкции Банка России №123/2025 просим предоставить информацию о структуре кредитного портфеля юридических лиц за IV квартал 2024 года не позднее 31.01.2025.;Регуляторный запрос
В соответствии с п. 4.2 Указания Банка России №58-У от 10.04.2024 просим представить данные о сделках с признаками возможного отмывания денежных средств за III квартал 2024 года до 25.11.2024 включительно.;Регуляторный запрос
На основании ст. 7 Федерального закона №115-ФЗ от 07.08.2001 и п. 2.3 Инструкции №03-11-25/00876 просим предоставить сведения об операциях с нерезидентами за II квартал 2024 года не позднее 30.06.2024.;Регуляторный запрос
В соответствии с п. 5.1 Указания Банка России №123/2025 от 10.04.2024 просим предоставить отчёт о просроченной задолженности физических лиц по ипотечным кредитам за III квартал 2024 года до 31.10.2024 включительно.;Регуляторный запрос
На основании п. 6.2 Указания Банка России №58-У от 10.04.2024 просим предоставить информацию о структуре валютных операций за IV квартал 2024 года не позднее 31.01.2025.;Регуляторный запрос
В соответствии с п. 3.4 Инструкции №03-11-25/00876 от 15.08.2024 просим предоставить данные о сделках с признаками подозрительной активности за III квартал 2024 года до 30.09.2024 включительно.;Регуляторный запрос
На основании п. 4.1 Указания Банка России №123/2025 от 10.04.2024 просим предоставить отчёт о структуре депозитов физических лиц за IV квартал 2024 года не позднее 31.01.2025.;Регуляторный запрос
В соответствии с п. 5.3 Инструкции №03-11-25/00876 от 15.08.2024 просим предоставить информацию о сделках с признаками вывода капитала за рубеж за III квартал 2024 года до 30.09.2024 включительно.;Регуляторный запрос
На основании п. 2.1 Указания Банка России №58-У от 10.04.2024 просим предоставить отчёт о структуре потребительских кредитов за IV квартал 2024 года не позднее 31.01.2025.;Регуляторный запрос
В соответствии с п. 3.2 Инструкции №03-11-25/00876 от 15.08.2024 просим предоставить данные о сделках с признаками финансирования терроризма за III квартал 2024 года до 30.09.2024 включительно.;Регуляторный запрос
Уважаемый Председатель Правления! Предлагаем вашему банку стать информационным партнёром нашего отраслевого издания «Финансовый Эксперт». Мы рассчитываем на сотрудничество в рамках публикации эксклюзивных аналитических материалов о тенденциях в банковской сфере. Это позволит укрепить имидж вашего банка среди профессионалов и привлечь новых клиентов. Готовы обсудить детали и предоставить дополнительную информацию.;Партнёрское предложение
В адрес вашего Банка обращаемся с предложением о партнёрстве в сфере онлайн-платежей. Мы предлагаем разработать совместный кобрендинговый продукт для премиального сегмента клиентов, который будет включать эксклюзивные предложения и привилегии. Это позволит вашему банку укрепить позиции на рынке и привлечь новых клиентов из премиального сегмента. Приглашаем к обсуждению условий сотрудничества.;Партнёрское предложение
Уважаемые коллеги! Предлагаем вашему банку стать партнёром нашего образовательного проекта «Финансовая грамотность». Мы планируем разработать серию вебинаров и онлайн-курсов для клиентов банка, чтобы помочь им лучше понимать финансовые инструменты и принимать обоснованные решения. Это позволит вашему банку укрепить доверие клиентов и повысить их лояльность. Будем рады обсудить детали сотрудничества.;Партнёрское предложение
